Quarterperiodend,metro_restofstate,postcode,1BR_flats_count,1BR_flats_median$,2BR_flats_count,2BR_flats_median$,3BR_flats_count,3BR_flats_median$,4+BR_flats_count,4+BR_flats_median$,flats_unknown_count,flats_unknown_median$,total_flats_count,total_flats_median$,1BR_houses_count,1BR_houses_median$,2BR_houses_count,2BR_houses_median$,3BR_houses_count,3BR_houses_median$,4+BR_houses_count,4+BR_houses_median$,houses_unknown_count,houses_unknown_median$,total_houses_count,total_houses_median$,total_other_count,total_other_median$,total_all_count,total_all_median$
2014-12,Metro,5000,122,290,142,410,28,510,*,540,185,250,480,312,*,345,30,395,20,455,*,400,26,367.5,85,387.5,10,175,575,330
2014-12,Metro,5006,19,295,35,370,8,425,0,,14,310,75,350,*,300,16,435,9,555,*,1000,12,585,40,480,0,,115,395
2014-12,Metro,5007,*,3300,30,350,*,430,0,,18,300,55,350,*,221.3,19,315,30,425,*,497.5,14,294,70,385,*,143.75,125,360
2014-12,Metro,5008,0,,19,240,*,372.5,0,,12,242.5,35,240,*,145,12,317.5,35,355,*,420,28,325,80,335,0,,115,320
2014-12,Metro,5009,*,160.9,*,240,*,320,0,,6,267.5,15,260,0,,*,295,8,320,*,427.5,9,310,25,310,0,,40,300
2014-12,Metro,5010,*,225,*,237.5,*,199.1,0,,*,235,10,232.5,0,,6,167.15,9,345,*,330,*,300,20,302.5,0,,30,270
2014-12,Metro,5011,*,232,40,260,7,370,0,,29,320,80,265,*,200,20,273,28,340,*,437.5,24,300,75,300,11,173.6,165,276.55
2014-12,Metro,5012,*,127.35,17,260,6,342.5,*,255,17,230,45,260,0,,10,272.5,25,330,6,420,30,302.5,70,300,0,,115,288
2014-12,Metro,5013,0,,13,230,*,320,0,,8,237.5,20,235,0,,7,240,14,327.5,*,260,18,322.5,40,315,0,,65,285
2014-12,Metro,5014,12,180,23,245,*,300,0,,12,250,50,242.5,*,100,8,320,39,350,*,412.5,17,310,70,335,0,,115,300
2014-12,Metro,5015,20,292.5,20,325,*,455,0,,11,285,55,300,*,267.5,8,325,25,380,*,370,18,342.5,55,360,0,,110,330
2014-12,Metro,5016,*,200,*,275,*,300,0,,6,292.5,20,277.5,*,210,14,259,25,360,*,500,16,337.5,60,335,0,,80,300
