Quarterperiodend,metro_restofstate,postcode,1BR_flats_count,1BR_flats_median$,2BR_flats_count,2BR_flats_median$,3BR_flats_count,3BR_flats_median$,4+BR_flats_count,4+BR_flats_median$,flats_unknown_count,flats_unknown_median$,total_flats_count,total_flats_median$,1BR_houses_count,1BR_houses_median$,2BR_houses_count,2BR_houses_median$,3BR_houses_count,3BR_houses_median$,4+BR_houses_count,4+BR_houses_median$,houses_unknown_count,houses_unknown_median$,total_houses_count,total_houses_median$,total_other_count,total_other_median$,total_all_count,total_all_median$
2017-06,Metro,5000,372,307,211,425,55,425,*,1000,11,370,650,326.5,35,170,41,430,32,442.5,*,570,11,250,125,370,15,220,790,330
2017-06,Metro,5001,0,,0,,*,490,0,,0,,*,490,0,,0,,0,,0,,0,,0,,0,,*,490
2017-06,Metro,5006,29,320,42,345,9,480,0,,*,320,80,330,*,350,12,395,21,550,*,782.5,*,440,40,495,0,,120,375
2017-06,Metro,5007,8,259,38,377.5,8,465,0,,17,160,70,360,*,250,30,360,30,400,*,560,9,160,70,370,*,125,145,370
2017-06,Metro,5008,*,180,28,250,10,380,0,,*,317.5,45,270,9,145,15,300,83,355,26,310,16,330,150,330,10,177.5,200,310
2017-06,Metro,5009,*,170,8,285,*,301.5,0,,*,300,15,290,*,225,*,300,21,350,*,340,11,300,40,340,0,,50,318
2017-06,Metro,5010,*,230,*,295,0,,0,,*,280,*,280,*,105,*,335,16,360,*,440,8,330,30,350,*,170,40,330
2017-06,Metro,5011,*,210,49,285,12,377.5,0,,7,255,70,292.5,0,,25,330,53,400,8,410,12,354,100,380,6,94.15,175,342.5
2017-06,Metro,5012,0,,28,262.5,7,365,0,,7,240,40,267.5,*,98.5,10,280,39,350,7,430,29,270,85,310,*,150,130,300
2017-06,Metro,5013,*,250,17,230,*,220,0,,*,219.4,30,230,*,275,7,260,42,350,6,400,7,177.9,65,340,0,,90,300
2017-06,Metro,5014,*,180,36,242.5,*,360,0,,*,275,45,240,0,,21,315,43,350,*,370,20,300,85,335,0,,135,308
2017-06,Metro,5015,15,290,14,355,*,330,0,,*,156.7,35,300,*,30,*,277.5,38,380,*,500,*,220,45,370,0,,80,350
2017-06,Metro,5016,*,174,15,265,*,310,0,,*,245,25,265,*,260,8,312.5,37,380,*,400,*,177.1,50,372.5,0,,80,350
2017-06,Metro,5017,*,225,*,282.5,0,,0,,0,,*,252.5,0,,*,350,33,345,*,280,6,265.5,40,335,0,,45,330
2017-06,Metro,5018,0,,7,305,*,360,0,,0,,10,317.5,0,,0,,14,390,*,567.5,0,,15,405,0,,25,360
2017-06,Metro,5019,*,220,45,280,*,397.5,0,,*,230,55,285,*,160,*,292.5,26,400,*,420,8,165,40,380,0,,95,300
2017-06,Metro,5020,*,370,*,395,*,330,0,,0,,5,370,0,,*,350,6,460,*,400,*,365,10,420,0,,20,400
2017-06,Metro,5021,*,395,*,300,0,,0,,*,300,10,300,0,,*,330,11,425,*,795,*,410,20,410,0,,30,392.5
2017-06,Metro,5022,10,220,64,305,8,447.5,*,850,*,200,85,305,*,400,*,335,29,490,23,675,*,240,60,510,0,,145,375
2017-06,Metro,5023,6,240,43,265,18,377.5,0,,7,250,75,282.5,*,102.5,12,282.635,83,380,*,400,8,360,110,375,0,,185,340
2017-06,Metro,5024,6,272.5,40,280,7,260,0,,*,297.5,55,280,0,,*,330,36,450,12,520,6,385,55,447.5,0,,110,340
2017-06,Metro,5025,0,,*,255,*,412.5,0,,*,360,10,360,0,,0,,32,430,11,495,*,320,50,430,0,,55,415
2017-06,Metro,5031,*,188,27,280,*,405,*,680,*,240,40,270,*,145,16,325,46,390,16,477.5,14,415,95,390,*,150,135,350
2017-06,Metro,5032,18,217.5,65,260,9,350,*,350,10,262.5,105,260,*,215,10,295,27,390,9,520,9,405,55,395,0,,160,280
2017-06,Metro,5033,12,171,41,270,6,307.5,0,,*,260,65,265,*,137.5,8,320,47,380,*,430,7,320,65,365,0,,130,310
2017-06,Metro,5034,7,190,56,300,9,470,0,,*,292.5,75,300,*,610,7,435,19,440,9,570,11,385,45,440,*,155,130,350
2017-06,Metro,5035,8,230,54,285,8,330,0,,*,285,75,285,0,,6,382.5,12,455,*,302.5,*,385,20,425,*,172.5,100,290
2017-06,Metro,5037,16,225,34,290,8,420,0,,7,280,65,270,0,,7,360,33,410,*,450,10,167.5,55,395,6,150,125,310
2017-06,Metro,5038,13,230,66,280,9,350,*,285,12,225,100,270,0,,17,320,73,390,7,455,9,330,105,380,11,190,220,320
2017-06,Metro,5039,*,232.5,19,265,*,295,0,,0,,25,265,*,165,7,360,38,385,0,,6,385,50,375,*,170,80,350
2017-06,Metro,5040,0,,0,,0,,0,,0,,0,,0,,0,,*,470,0,,0,,*,470,0,,*,470
2017-06,Metro,5041,9,250,22,277.5,0,,0,,*,140,35,265,0,,8,337.5,16,392.5,10,640,*,670,35,420,*,200,70,325
2017-06,Metro,5042,*,130,38,270,*,340,0,,*,270,50,270,*,155,7,320,47,370,7,410,13,350,75,360,*,140,130,320
2017-06,Metro,5043,11,200,55,270,16,262,0,,12,265,95,262,*,147.5,21,330,116,367.5,10,445,14,350,165,360,*,170.75,260,320
2017-06,Metro,5044,*,171.55,34,312.5,9,320,0,,*,265,50,310,*,272.5,6,372.5,33,430,6,545,*,360,50,430,0,,95,350
2017-06,Metro,5045,59,260,131,310,31,390,*,465,6,255,230,300,*,267.5,11,350,33,450,*,670,11,200,60,420,*,160,295,325
2017-06,Metro,5046,*,172,25,295,*,350,0,,6,262.5,40,285,*,155,10,367.5,54,400,*,515,*,280,70,392.5,9,150,120,320
2017-06,Metro,5047,*,210,6,327.5,*,365,0,,*,210,10,262.5,0,,*,315,46,377.5,6,410,*,375,60,375,*,145,75,360
2017-06,Metro,5048,*,240,38,297.5,9,420,0,,8,257.5,60,295,*,310,10,377.5,53,405,*,360,*,245,75,390,0,,135,345
2017-06,Metro,5049,*,239,16,292.5,*,340,0,,*,237.5,20,285,0,,7,320,18,407.5,8,550,7,330,40,390,0,,60,365
2017-06,Metro,5050,*,300,0,,*,330,0,,0,,*,330,*,140,*,365,10,380,*,462.5,*,220,20,380,*,155,25,345
2017-06,Metro,5051,0,,11,300,0,,0,,0,,10,300,*,210,*,325,17,395,8,520,7,350,35,395,0,,50,375
2017-06,Metro,5052,0,,0,,0,,0,,*,195.2,*,195.2,*,250,0,,6,365,7,500,0,,15,400,0,,15,400
2017-06,Metro,5061,14,260,32,310,9,450,*,525,*,240,60,310,*,360,11,395,22,532.5,19,525,*,490,55,500,0,,115,400
2017-06,Metro,5062,10,210,33,305,*,360,*,380,*,350,50,300,0,,7,380,32,427.5,*,550,*,200,45,422.5,0,,95,350
2017-06,Metro,5063,22,252.5,42,315,11,435,*,695,*,250,80,310,*,1,8,417.5,40,485,9,640,6,350,65,482.5,9,160,150,382.5
2017-06,Metro,5064,*,188.5,15,310,7,375,*,750,*,242.5,25,320,*,175,*,380,10,422.5,*,585,*,340,20,432.5,*,180,50,365
2017-06,Metro,5065,18,250,49,300,*,420,0,,6,310,75,295,0,,*,405,9,550,6,750,*,365,20,562.5,0,,95,305
2017-06,Metro,5066,0,,12,305,*,380,0,,0,,15,310,0,,0,,11,420,16,525,*,300,30,450,0,,45,395
2017-06,Metro,5067,16,235,53,320,17,480,*,615,7,345,95,320,*,280,22,397.5,30,535,8,682.5,*,495,65,500,*,195,160,392.5
2017-06,Metro,5068,8,230,77,310,8,390,0,,*,350,95,310,*,145,8,370,20,462.5,12,580,6,315,50,445,*,107.5,145,330
2017-06,Metro,5069,6,222.5,31,290,*,450,0,,*,185,45,290,*,170,*,360,25,450,*,617.5,*,402.5,40,430,0,,85,350
2017-06,Metro,5070,14,245,61,285,14,357.5,0,,*,240,95,280,*,130,7,335,28,417.5,14,617.5,19,166.85,70,377.5,8,155,170,300
2017-06,Metro,5071,0,,*,300,0,,0,,0,,*,300,0,,0,,0,,0,,0,,0,,0,,*,300
2017-06,Metro,5072,*,200,21,285,*,370,0,,*,175,30,285,*,150,10,312.5,38,405,13,490,6,420,70,405,*,140,100,370
2017-06,Metro,5073,*,217.5,29,290,*,380,0,,*,247.5,40,280,0,,*,310,55,360,8,522.5,*,290,75,360,*,162.5,115,350
2017-06,Metro,5074,*,220,17,290,*,275.4,0,,*,260,25,275,7,165,7,275,60,365,8,477.5,8,325,90,350,*,202,120,330
2017-06,Metro,5075,*,235,12,277.5,*,350,0,,*,257.5,20,287.5,*,159,*,360,35,360,10,405,11,375,60,360,*,85,80,350
2017-06,Metro,5076,0,,*,285,0,,0,,0,,*,285,0,,*,315,23,395,*,525,8,380,35,385,0,,40,382.5
2017-06,Metro,5081,12,265,34,375,10,402.5,0,,*,237.5,60,355,8,332.5,*,350,15,475,10,760,*,242.5,40,425,0,,100,375
2017-06,Metro,5082,11,230,53,270,17,395,0,,6,270,85,270,*,240,24,340,65,395,12,465,10,357.5,110,385,*,200,200,345
2017-06,Metro,5083,*,255,37,290,*,340,0,,*,285,45,290,0,,*,340,30,365,*,350,*,155,40,350,*,170,90,312.5
2017-06,Metro,5084,*,212.5,12,270,8,257.5,0,,6,260,30,260,*,179.25,18,292.5,41,350,8,380,17,350,85,330,0,,115,310
2017-06,Metro,5085,8,225,16,240,*,340,*,480,*,180,35,240,*,185.95,13,295,129,350,14,495,19,300,175,350,*,130,215,340
2017-06,Metro,5086,6,192.5,19,255,*,260,0,,*,179.65,35,240,8,160,*,290,97,350,14,422.5,13,320,135,350,*,165,170,325
2017-06,Metro,5087,*,220,35,270,*,360,0,,7,250,50,270,0,,*,320,60,360,8,400,15,330,90,360,0,,140,320
2017-06,Metro,5088,0,,8,270,*,322.5,0,,0,,10,272.5,0,,*,275,25,325,*,460,*,290,30,315,0,,40,300
2017-06,Metro,5089,0,,*,282.5,0,,0,,0,,*,282.5,0,,0,,11,355,*,432.5,*,330,15,352.5,0,,20,350
2017-06,Metro,5090,*,155,11,295,*,340,0,,*,215,20,295,0,,*,315,23,365,*,442.5,*,350,30,360,0,,50,340
2017-06,Metro,5091,*,220,*,260,0,,0,,*,280,*,260,0,,*,297.5,16,342.5,6,435,*,390,25,350,0,,30,347.5
2017-06,Metro,5092,0,,19,290,*,340,0,,*,295,25,290,0,,*,270,67,345,8,395,9,380,85,350,*,160,110,330
2017-06,Metro,5093,0,,*,250,*,310,0,,*,285,10,275,0,,0,,42,342.5,7,400,7,330,55,347.5,0,,65,340
2017-06,Metro,5094,*,180,0,,0,,0,,0,,*,180,0,,0,,*,307.5,0,,*,340,5,325,0,,10,300
2017-06,Metro,5095,8,235,99,300,59,340,*,425,8,260,175,310,0,,15,330,94,360,19,480,10,340,140,360,6,160,320,330
2017-06,Metro,5096,*,200,9,260,7,260,0,,*,247.5,20,260,0,,*,260,58,320,8,350,16,330,85,320,*,125,110,310
2017-06,Metro,5097,0,,13,280,*,380,0,,*,300,15,280,0,,0,,25,345,*,337.5,*,165,30,342.5,0,,45,310
2017-06,Metro,5098,6,222.5,*,275,0,,0,,*,0,10,222.5,0,,*,285,58,325,*,460,13,310,75,325,0,,85,320
2017-06,Metro,5107,*,188,*,215.3,*,320,0,,0,,10,282.5,0,,9,265,62,320,13,360,14,300,100,315,0,,105,310
2017-06,Metro,5108,12,205,67,220,20,295,*,375,10,220,110,230,*,162,21,265,186,295,27,350,73,270,310,290,*,179,425,280
2017-06,Metro,5109,*,195,21,220,16,317.5,0,,0,,40,252.5,*,170,6,302.5,85,300,15,350,27,300,135,300,0,,175,300
2017-06,Metro,5110,0,,*,257.5,*,290,0,,0,,10,285,0,,*,290,37,315,7,370,*,420,50,317.5,0,,60,310
2017-06,Metro,5112,30,161,25,220,*,280,0,,*,251,60,210,*,162,19,190,150,240,14,360,13,240,200,240,0,,260,225
2017-06,Metro,5113,7,141,*,250.5,*,260,0,,*,177.1,15,240,*,180,25,225,259,251,21,281,20,260.5,330,251,0,,345,251
2017-06,Metro,5114,*,240,7,230,8,287.5,0,,*,91.25,20,240,*,217.5,21,250,237,280,67,340,20,280,345,285,*,200,365,285
2017-06,Metro,5115,*,160,7,280,*,270,0,,*,64.35,20,249,0,,*,263,155,285,25,330,*,310,185,290,0,,205,290
2017-06,Metro,5117,0,,*,250,0,,0,,0,,*,250,0,,0,,*,320,0,,0,,*,320,0,,*,285
2017-06,Metro,5120,0,,0,,0,,0,,0,,0,,0,,0,,*,275,*,460,*,240,*,275,0,,*,275
2017-06,Metro,5121,0,,0,,0,,0,,0,,0,,0,,0,,*,330,*,385,0,,5,330,0,,5,330
2017-06,Metro,5125,0,,*,128.9,*,330,0,,0,,5,320,*,215,8,282.5,50,347.5,10,465,7,350,75,350,0,,80,347.5
2017-06,Metro,5126,0,,*,265,*,350,0,,0,,*,282.5,0,,*,300,20,355,*,415,*,330,25,355,0,,30,350
2017-06,Metro,5127,0,,*,280,8,315,0,,*,265,10,310,0,,*,290,*,357.5,*,375,*,350,10,350,*,160,20,315
2017-06,Metro,5150,0,,0,,0,,0,,0,,0,,0,,0,,*,660,0,,0,,*,660,0,,*,660
2017-06,Metro,5157,*,185,0,,0,,0,,0,,*,185,*,175,0,,*,340,*,550,0,,*,175,0,,5,175
2017-06,Metro,5158,0,,8,295,*,310,0,,*,270,10,295,*,250,*,300,60,350,25,450,10,350,100,360,0,,110,350
2017-06,Metro,5159,0,,*,285,*,372.5,0,,*,120,5,335,0,,*,275,69,365,32,427.5,*,327.5,105,375,0,,115,375
2017-06,Metro,5161,0,,*,257.5,*,320,0,,0,,5,260,0,,*,275,34,327.5,*,390,6,290,50,322.5,0,,55,320
2017-06,Metro,5162,*,215,37,270,24,310,0,,16,251.5,80,270,*,190,13,280,137,320,19,400,31,300,205,320,0,,280,300
2017-06,Metro,5163,14,225,*,280,8,264,0,,*,265,30,250,6,171,*,255,62,305,9,340,16,320,95,307.5,0,,125,290
2017-06,Metro,5164,*,225,*,270,*,300.5,0,,0,,10,230,*,95,6,215.75,49,300,*,95,6,300,70,292.5,0,,80,290
2017-06,Metro,5165,*,193.5,18,282.5,23,340,0,,*,262.5,45,340,*,212.5,*,270,58,320,7,445,7,285,80,320,*,148,130,320
2017-06,Metro,5166,0,,*,265,*,255,0,,*,300,5,265,0,,0,,22,310,0,,*,275,25,305,0,,30,300
2017-06,Metro,5167,*,220,*,257.5,6,355,0,,*,220,10,350,0,,*,265,27,340,9,385,6,320,45,340,0,,60,340
2017-06,Metro,5168,*,149.5,7,255,*,292.5,0,,*,277.5,15,267.5,0,,0,,26,327.5,7,370,*,270,35,340,0,,50,320
2017-06,Metro,5169,0,,10,280,7,340,0,,*,390,20,300,*,235.5,8,300,129,335,35,395,8,350,180,350,0,,200,345
2017-06,Metro,5170,0,,*,280,0,,0,,0,,*,280,0,,*,275,9,370,0,,*,221,10,330,0,,15,310
2017-06,Metro,5171,0,,*,280,0,,0,,0,,*,280,0,,*,295,9,320,*,360,0,,15,320,0,,15,320
2017-06,Metro,5172,0,,*,260,0,,0,,0,,*,260,*,290,*,280,11,340,*,450,*,280,15,325,0,,15,312.5
2017-06,Metro,5173,*,200,12,240,8,315,0,,*,270,25,250,*,280,11,270,102,310,39,365,8,335,160,315,0,,185,311.5
2017-06,Metro,5174,0,,0,,0,,0,,0,,0,,0,,*,225,11,310,7,330,*,295,20,305,0,,20,305
2017-06,Rest of State,5072,0,,0,,0,,0,,*,295,*,295,0,,0,,0,,0,,0,,0,,0,,*,295
2017-06,Rest of State,5115,0,,0,,0,,0,,0,,0,,0,,0,,*,332.5,0,,0,,*,332.5,0,,*,332.5
2017-06,Rest of State,5116,0,,*,215,*,290,0,,*,170,10,262,0,,*,245,75,300,22,375,7,250,105,300,0,,115,300
2017-06,Rest of State,5118,6,180,10,230,7,280,0,,*,0,25,230,*,175,*,279.5,64,300,7,405,10,164.5,85,297.5,0,,110,290
2017-06,Rest of State,5131,0,,0,,0,,0,,0,,0,,0,,0,,*,450,0,,0,,*,450,0,,*,450
2017-06,Rest of State,5136,0,,0,,0,,0,,0,,0,,0,,*,340,*,150,0,,0,,*,245,0,,*,245
2017-06,Rest of State,5137,0,,0,,0,,0,,0,,0,,0,,*,280,0,,*,380,0,,*,330,0,,*,330
2017-06,Rest of State,5139,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,*,280,*,280,0,,*,280
2017-06,Rest of State,5140,0,,0,,0,,0,,0,,0,,0,,0,,*,490,0,,0,,*,490,0,,*,490
2017-06,Rest of State,5142,0,,0,,0,,0,,0,,0,,0,,0,,0,,*,450,0,,*,450,0,,*,450
2017-06,Rest of State,5151,0,,0,,0,,0,,0,,0,,0,,*,310,0,,0,,0,,*,310,0,,*,310
2017-06,Rest of State,5152,0,,0,,*,450,0,,0,,*,450,0,,*,400,7,420,7,575,*,247.5,20,420,0,,20,420
2017-06,Rest of State,5153,0,,0,,*,400,*,410,0,,*,405,0,,0,,*,400,*,465,0,,5,450,0,,10,410
2017-06,Rest of State,5154,*,200,0,,0,,0,,0,,*,200,*,230,0,,*,550,*,750,*,390,15,520,0,,15,500
2017-06,Rest of State,5155,0,,0,,0,,0,,0,,0,,0,,*,330,7,430,*,650,0,,10,385,0,,10,385
2017-06,Rest of State,5156,0,,0,,0,,0,,0,,0,,0,,0,,*,400,0,,0,,*,400,0,,*,400
2017-06,Rest of State,5157,0,,0,,0,,0,,0,,0,,*,175,0,,0,,*,475,0,,*,325,0,,*,325
2017-06,Rest of State,5172,0,,0,,0,,0,,0,,0,,0,,*,255,*,350,0,,0,,*,302.5,0,,*,302.5
2017-06,Rest of State,5201,0,,0,,0,,0,,0,,0,,0,,*,210,9,320,*,570,0,,15,340,0,,15,340
2017-06,Rest of State,5202,0,,0,,0,,0,,0,,0,,0,,0,,*,251,*,500,*,260,*,260,0,,*,260
2017-06,Rest of State,5203,*,200,0,,0,,0,,0,,*,200,0,,0,,*,275,*,285,0,,*,275,0,,*,275
2017-06,Rest of State,5204,*,150,*,190,0,,0,,0,,10,170,0,,*,285,6,305,*,335,0,,10,310,0,,20,275
2017-06,Rest of State,5210,0,,0,,0,,0,,0,,0,,0,,0,,*,345,6,370,*,250,10,355,0,,10,355
2017-06,Rest of State,5211,6,160,16,232.5,9,310,0,,6,250,35,250,*,255,8,235,76,310,33,350,*,270,120,310,0,,160,300
2017-06,Rest of State,5212,0,,6,222.5,*,250,0,,*,230,10,230,0,,*,280,8,280,10,360,0,,20,322.5,0,,30,290
2017-06,Rest of State,5213,0,,0,,0,,0,,0,,0,,0,,*,240,8,280,*,355,0,,10,280,0,,10,280
2017-06,Rest of State,5214,*,212.5,*,230,*,287.5,0,,0,,5,230,0,,15,255,24,280,11,350,*,310,50,277.5,0,,60,270
2017-06,Rest of State,5221,0,,0,,0,,0,,0,,0,,0,,0,,*,237.5,0,,0,,*,237.5,0,,*,237.5
2017-06,Rest of State,5222,0,,*,150,0,,0,,0,,*,150,0,,0,,*,205,0,,*,125,5,205,0,,10,160
