Quarterperiodend,metro_restofstate,postcode,1BR_flats_count,1BR_flats_median$,2BR_flats_count,2BR_flats_median$,3BR_flats_count,3BR_flats_median$,4+BR_flats_count,4+BR_flats_median$,flats_unknown_count,flats_unknown_median$,total_flats_count,total_flats_median$,1BR_houses_count,1BR_houses_median$,2BR_houses_count,2BR_houses_median$,3BR_houses_count,3BR_houses_median$,4+BR_houses_count,4+BR_houses_median$,houses_unknown_count,houses_unknown_median$,total_houses_count,total_houses_median$,total_other_count,total_other_median$,total_all_count,total_all_median$
2018-06,Metro,5000,558,320,262,435,43,555,*,620,*,370,870,345,43,164.5,44,417.5,46,510,7,370,8,240,150,392.5,34,185,1050,345
2018-06,Metro,5001,0,,*,395,0,,0,,0,,*,395,0,,0,,0,,0,,0,,0,,0,,*,395
2018-06,Metro,5006,28,295,53,345,17,480,0,,*,250,100,345,0,,14,395,31,500,0,,0,,45,465,*,270,150,380
2018-06,Metro,5007,7,253,29,375,15,440,0,,6,246.85,55,370,*,192.5,15,410,39,430,*,420,7,165,70,417.5,9,210,135,395
2018-06,Metro,5008,0,,24,285,6,400,*,580,*,330,35,310,*,170,16,297.5,75,355,16,170,9,282.15,120,340,13,185,165,315
2018-06,Metro,5009,*,220,9,280,*,440,0,,*,280,15,280,*,93.38,8,290,17,360,*,450,9,280,40,320,0,,50,307.5
2018-06,Metro,5010,*,285,*,230,*,350,0,,*,247.5,5,260,0,,0,,24,365,*,417.5,*,380,30,370,*,160,40,350
2018-06,Metro,5011,*,305,59,300,23,395,0,,*,250,90,327.5,*,155.07,21,300,40,380,*,440,*,300,70,350,7,128.55,165,330
2018-06,Metro,5012,*,182,41,245,8,395,0,,7,250,60,250,*,108.61,62,135.05,36,312.5,14,400,20,211.53,135,207.4,0,,190,240
2018-06,Metro,5013,*,250,22,247.5,6,280,0,,*,230,35,250,*,230,12,199.385,33,340,*,360,15,300,65,325,*,325,100,290
2018-06,Metro,5014,8,220,39,300,*,250,0,,*,230,55,280,*,160,8,312.5,44,377.5,6,410,*,233.45,65,365,0,,115,330
2018-06,Metro,5015,16,285,19,350,6,450,0,,*,320,45,310,*,215,*,330,22,372.5,*,535,0,,35,350,0,,75,330
2018-06,Metro,5016,*,210,17,280,*,340,0,,0,,25,275,0,,8,300,26,395,*,373,0,,35,380,0,,60,320
2018-06,Metro,5017,0,,*,230,0,,0,,*,150,*,230,0,,*,310,16,335,*,355,*,272,25,320,0,,25,310
2018-06,Metro,5018,0,,9,320,0,,0,,*,310,10,320,0,,*,367.5,13,400,*,600,0,,15,410,0,,25,370
2018-06,Metro,5019,*,220,32,295,6,352.5,0,,*,330,45,300,*,160,8,330,30,405,*,610,*,450,50,397.5,*,175,95,330
2018-06,Metro,5020,0,,*,350,*,430,*,375,0,,10,365,0,,*,535,6,432.5,*,535,0,,10,450,0,,20,430
2018-06,Metro,5021,*,350,15,400,7,460,0,,0,,25,400,0,,7,295,11,450,*,585,0,,20,402.5,*,230,45,400
2018-06,Metro,5022,9,230,78,290,16,550,0,,*,292.5,105,290,*,227.5,*,375,51,485,16,640,*,292.5,75,500,0,,180,375
2018-06,Metro,5023,*,185,47,275,15,395,*,455,*,230,70,280,*,96.5,10,315,72,387.5,11,450,6,297.4,105,377.5,0,,175,350
2018-06,Metro,5024,7,210,43,295,*,330,0,,*,265,60,290,0,,*,350,40,440,16,562.5,*,332.5,65,455,0,,120,350
2018-06,Metro,5025,*,287.5,7,260,7,415,0,,*,340,20,280,0,,7,360,41,410,10,470,*,140,60,410,0,,80,385
2018-06,Metro,5031,*,250,21,270,*,430,0,,*,275,30,277.5,*,220.5,25,385,38,402.5,10,492.5,17,350,90,397.5,6,157.5,130,390
2018-06,Metro,5032,6,227.5,71,260,6,370,0,,*,410,85,260,0,,*,330,22,440,*,462.5,*,405,30,425,0,,115,280
2018-06,Metro,5033,11,201,30,280,6,385,0,,*,237.5,50,275,0,,15,330,49,390,9,390,8,390,80,390,0,,130,330
2018-06,Metro,5034,9,220,54,292.5,10,380,*,330,*,255,80,300,0,,10,395,26,470,9,690,*,400,50,457.5,*,145,130,350
2018-06,Metro,5035,6,252,38,285,*,325,0,,*,260,50,285,0,,7,390,19,440,*,460,*,400,30,400,6,185,85,310
2018-06,Metro,5037,11,220,48,287.5,6,387.5,0,,*,247.5,65,275,*,170,*,385,36,382.5,13,465,7,400,60,385,*,165,130,305
2018-06,Metro,5038,27,220,81,275,8,355,0,,12,265,130,265,0,,13,365,60,405,10,440,*,350,90,397.5,6,209.36,220,312.5
2018-06,Metro,5039,*,195,25,265,*,300,0,,*,190,35,265,*,210,*,400,35,390,*,580,6,117.5,50,390,*,160,85,320
2018-06,Metro,5040,0,,0,,0,,0,,0,,0,,0,,*,280,*,455,*,430,*,170,5,325,0,,5,325
2018-06,Metro,5041,9,255,32,290,*,280,0,,*,290,45,280,0,,6,352.5,16,450,13,550,7,370,40,425,0,,85,315
2018-06,Metro,5042,7,210,31,264,*,340,0,,*,199.6,45,260,*,200,8,300,38,390,10,420,*,370,60,380,8,145,115,302.5
2018-06,Metro,5043,*,187,65,285,15,350,*,480,6,170.35,90,287.5,*,127.5,9,320,105,400,7,490,14,170,140,380,*,180,235,330
2018-06,Metro,5044,*,250,28,295,*,400,0,,*,335,40,295,*,330,10,380,33,450,*,595,*,382.5,55,450,0,,95,360
2018-06,Metro,5045,34,260,141,320,18,425,*,430,10,295,205,315,*,177.5,15,390,30,450,10,687.5,*,322.5,60,440,0,,265,350
2018-06,Metro,5046,*,130,26,282.5,8,335,0,,*,220,35,297.5,0,,10,380,51,415,6,460,6,370,75,400,0,,110,380
2018-06,Metro,5047,*,280,*,295,7,350,0,,0,,15,295,*,230,10,375,55,390,*,400,*,340,75,390,*,200,90,375
2018-06,Metro,5048,6,230,35,290,9,430,0,,*,300,50,295,0,,10,372.5,54,422.5,9,480,*,420,75,420,6,165,135,380
2018-06,Metro,5049,*,270,13,325,*,365,*,585,0,,20,320,0,,*,325,34,420,9,500,10,370,55,420,0,,75,370
2018-06,Metro,5050,0,,*,270,*,330,0,,0,,*,300,0,,*,360,*,445,7,485,*,262.5,15,400,6,172.5,25,375
2018-06,Metro,5051,0,,10,302.5,0,,0,,0,,10,302.5,*,91.9,*,360,14,395,9,480,*,275,30,395,0,,40,360
2018-06,Metro,5052,*,260,0,,0,,0,,0,,*,260,*,275,*,360,6,400,*,530,*,420,10,400,0,,15,400
2018-06,Metro,5061,12,250,43,325,6,485,0,,*,322.5,65,320,0,,8,427.5,21,595,6,770,0,,35,540,0,,100,367.5
2018-06,Metro,5062,*,200,36,300,*,360,*,385,0,,40,300,0,,*,400,24,437.5,14,535,*,385,45,470,0,,85,385
2018-06,Metro,5063,11,260,52,345,7,440,*,700,*,168,75,342.5,*,250,15,385,53,505,9,650,*,340,85,480,*,165,160,400
2018-06,Metro,5064,*,195,8,320,*,430,0,,*,320,20,300,*,245,7,380,10,475,9,800,*,300,30,450,0,,50,380
2018-06,Metro,5065,22,260,43,305,*,380,0,,*,325,70,300,*,265,*,375,17,460,8,600,0,,30,490,0,,100,310
2018-06,Metro,5066,*,210.5,15,320,*,380,*,420,0,,20,320,0,,*,355,24,430,14,655,0,,40,487.5,0,,60,400
2018-06,Metro,5067,27,251,80,320,29,460,*,700,0,,140,330,*,315,29,385,37,530,9,700,*,345,80,465,10,200,230,375
2018-06,Metro,5068,9,240,57,315,11,430,0,,*,230,80,315,0,,6,390,22,422.5,10,592.5,9,170,45,420,*,105,130,335
2018-06,Metro,5069,*,250,26,300,7,495,0,,*,207.5,40,300,*,185,9,420,16,545,8,625,*,160,40,450,0,,80,382.5
2018-06,Metro,5070,6,252.5,56,310,9,430,0,,*,260,75,310,*,190,6,322.5,51,400,12,505,18,155,90,390,*,182.5,165,330
2018-06,Metro,5072,*,217.5,24,287.5,*,355,*,600,*,0,35,287.5,*,150,6,340,35,414,8,570,*,350,50,407,0,,85,355
2018-06,Metro,5073,*,227.5,21,285,6,395,0,,*,302.5,35,285,*,165,9,310,70,420,15,450,6,337.5,100,410,*,80,135,380
2018-06,Metro,5074,*,220,37,280,7,390,0,,*,285,55,282.5,*,187.12,12,310,67,375,9,480,6,322.5,95,350,*,175,155,320
2018-06,Metro,5075,0,,10,287.5,10,385,0,,0,,20,342.5,0,,0,,44,372.5,7,450,*,263.1,55,377.5,0,,75,365
2018-06,Metro,5076,*,210,*,310,*,337.5,*,385,*,350,10,330,0,,*,300,24,362.5,13,505,0,,40,385,0,,50,380
2018-06,Metro,5081,12,307.5,40,377.5,6,455,0,,*,490,60,370,*,180,7,360,19,430,6,765,0,,35,400,0,,95,375
2018-06,Metro,5082,10,245,45,275,14,397.5,*,530,*,265,75,285,*,220,19,365,51,430,12,475,10,380,95,400,*,197.5,175,350
2018-06,Metro,5083,*,242.5,29,290,*,300,0,,*,164,40,280,0,,*,380,32,377.5,6,435,*,400,45,390,0,,85,330
